index,İlan Başlığı,Semt,Mahalle,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
790,  Clk'dan Mimar Sinan Mahallesin de Satılık Dubleks, Çekmeköy, Mimar Sinan Mahallesi,4+2,5-10,5,3. Kat,210,2,0,KombiDoğalgaz,870000
791, Bahçelievler Camlıkahveye yakın Arakat 2+1 Kredili Satılık Daire, Bahçelievler, Cumhuriyet Mahallesi,2+1,20,5,3. Kat,80,1,0,KombiDoğalgaz,338000
792, SATILIK DUBLEX 4+2  190 M2 ERAY İNŞAAT & EMLAK, Başakşehir, Güvercintepe Mahallesi,4+2,0,4,4. Kat,190,2,0,KombiDoğalgaz,785000
793,YELKENCİLERDEN ATAKENT MENEKŞEDE 132m2 ARAKAT 3+1 SATILIK DAİRE, Küçükçekmece, Atakent Mahallesi,3+1,5-10,16,10-20,132,1,0,KombiDoğalgaz,1200000
794,"WEAL WORLD' den Basınsitesi'nde, Yeni Binada,  3+1, FIRSAT Daire ", Bahçelievler, Soğanlı Mahallesi,3+1,3,5,3. Kat,120,2,0,KombiDoğalgaz,830000
795,SANAYİ MAHALLESİNDE MÜTHİŞ GENİŞ TERASLI 1+1 SATILIK, Kağıthane, Sultan Selim Mahallesi,1+1,0,7,6. Kat,65,1,0,Merkezi(PayÖlçer),520000
796, ANADOLU KONUTLARINDAN MERKEZİ KONUMDA OTURUMA HAZIR 3+1 DUBLEKS, Çekmeköy, Ekşioğlu Mahallesi,3+1,0,5,4. Kat,150,2,0,KombiDoğalgaz,539999
797, MÜSLÜM EMLAKTAN MUHTEŞEM KONUMDA 2+1 SATILIK DAİRE , Avcılar, Cihangir Mahallesi,2+1,5-10,4,Giriş,85,1,0,KombiDoğalgaz,530000
798,HABİBLER MAH. SİTE İÇERİSİNDE SATILIK 2+1 GİRİŞ KAT DAİRE !, Sultangazi, Habibler Mahallesi,2+1,5-10,10,Giriş,100,1,0,KombiDoğalgaz,650000
799,İMAMOĞLU DAN 2+1 İSKANLI ÇOK İYİ KONUMDA DAİRE, Bahçelievler, Soğanlı Mahallesi,2+1,20,5,Giriş,90,1,0,KombiDoğalgaz,295000
800,OLD CİTY'DEN Ş.EVLER İ.Ö.O YANI YÜKSEK GİRİŞ 2+1 90M2 YATIRIMLIK, Bahçelievler, Siyavuşpaşa Mahallesi,2+1,20,5,Giriş,100,1,0,KombiDoğalgaz,325000
801,Maltepe Zümrütevlerde Ayrık Nizam Balkonlu 2+1 Satılık Daire, Maltepe, Zümrütevler Mahallesi,2+1,5-10,8,Giriş,80,1,0,KombiDoğalgaz,360000
802,شقة للبيع 3+1 Satılık daire Full Ada manzaralı, Pendik, Çınardere Mahallesi,3+1,0,15,8. Kat,100,2,0,Merkezi(PayÖlçer),740000
803,OSMANGAZİ MAHALLESİ İSKANLI ASANSÖRLÜ OTURUMA HAZIR ORTA KAT, Sancaktepe, Osmangazi Mahallesi,2+1,4,4,2. Kat,95,1,0,KombiDoğalgaz,435000
804,"ÇAĞLAYAN'DA SIFIR BİNADA ASANSÖRLÜ, OTOPARKLI 2+1 SATILIK DAİRE", Kağıthane, Çağlayan Mahallesi,2+1,0,7,Giriş,80,1,0,KombiDoğalgaz,480000
805,█ FIRSAT KREDİYE UYGUN 1.KAT BALKONLU 2+1 SATILIK DAİRE, Gaziosmanpaşa, Şemsipaşa Mahallesi,2+1,20,5,1. Kat,85,1,0,KombiDoğalgaz,258000
806,AĞAOĞLE ELTES GÜNEŞİNDE KAPALI MUTFAK HAVUZ CEP. 3+1 SATILIK DAİ, Ümraniye, Esenşehir Mahallesi,3+1,11-20,14,6. Kat,130,1,0,KombiDoğalgaz,1430000
807,YÜRÜYÜŞ YOLUNDA TAPU MASRAFSIZ 1. ve 2. KAT DAİRE, Küçükçekmece, Cennet Mahallesi,2+1,0,5,1. Kat,95,1,0,KombiDoğalgaz,830000
808, SİLİVRİ SELİMPAŞA'DA TEK YETKİLİDEN SATILIK VİLLA, Silivri, Selimpaşa Mahallesi,6+2,3,3,Villa Tipi,500,4,0,MerkeziDoğalgaz,9400000
809, ESENYURT PINAR MAHALLESİNDE SATILIK 2+1 DAİRE, Esenyurt, Pınar Mahallesi,2+1,0,6,Giriş,95,1,0,KombiDoğalgaz,315000
810,BAHÇELİEVLER ÇAMLIK CAD. ÜZERİ 3+1 GENİŞ KREDİYE UYGUN DAİRE, Bahçelievler, Siyavuşpaşa Mahallesi,3+1,20,6,2. Kat,135,1,0,KombiDoğalgaz,870000
811, SEEWORLD KENTLİFE 2+1 ARAKAT 139 m2 SATILIK kent life, Sancaktepe, Emek Mahallesi,2+1,5-10,4,1. Kat,139,2,1,KombiDoğalgaz,960000
812,YENİŞEHİR MERKEZDE LENSİST YANI YATIRIMLIK 1+1 SATILIK DAİRE, Pendik, Yenişehir Mahallesi,1+1,4,8,2. Kat,71,1,0,Merkezi(PayÖlçer),330000
813,komisyonsuz sahibinden satılık daire شقة للبيع من صاحبها 1+1, Beylikdüzü, Cumhuriyet Mahallesi,1+1,4,13,7. Kat,70,1,0,KombiDoğalgaz,263500
814,KAĞITHANE MERKEZDE REZİDANCE BİNADA SATILIK DAİRE, Kağıthane, Merkez Mahallesi,2+1,1,15,1. Kat,87,1,0,MerkeziDoğalgaz,679000
815,TURYAP TAÇTAN BEYLİKDÜZÜNDE SATILIK VİLLA, Beylikdüzü, Dereağzı Mahallesi,6+1,0,2,Villa Tipi,360,4,0,KombiDoğalgaz,4000000
816, Bahçelievler son kat 3+1, Bahçelievler, Bahçelievler Mahallesi,3+1,20,3,3. Kat,130,1,0,KombiDoğalgaz,800000
817,süper manzaraya sahip adalar çamlıca deniz, Bahçelievler, Bahçelievler Mahallesi,2+1,20,13,10-20,80,1,1,KombiDoğalgaz,535000
818, MASLAK ECLİPSE STÜDYO 1+0 FIRSAT SATILIK DAİRE, Sarıyer, Maslak Mahallesi,Stüdyo,5-10,20,10-20,60,1,1,Merkezi(PayÖlçer),1000000
819,EN UYGUN 3+1 ÇEKMEKÖY, Sancaktepe, Atatürk Mahallesi,3+1,0,5,Giriş,130,2,0,KombiDoğalgaz,325000
820, ESENYURT İNCİRTEPE'DE 2+1 SATILIK DAİRE, Esenyurt, İncirtepe Mahallesi,2+1,5-10,5,2. Kat,110,1,0,KombiDoğalgaz,350000
821," İstanbul House'dan,Bahçelievler Yayla'da  2+1 100 M2, Daire", Bahçelievler, Siyavuşpaşa Mahallesi,2+1,11-20,5,3. Kat,100,1,0,KombiDoğalgaz,450000
822, SEEWORLD KENTLİFE 156m2 3+1 FIRSAT SATILIK kent life, Sancaktepe, Emek Mahallesi,3+1,5-10,4,3. Kat,156,1,1,KombiDoğalgaz,990000
823,ÇEKMEKÖY PARADİSE SİTEDINDE TEMIZ DAIRE, Çekmeköy, Mehmet Akif Mahallesi,3+1,11-20,5,2. Kat,130,1,0,KombiDoğalgaz,1350000
824,GARANTİDEN ALTINTEPEDE BOSTANCI SINIRINDA MASRAFSIZ 3+1, Maltepe, Altıntepe Mahallesi,3+1,20,4,4. Kat,120,1,0,KombiDoğalgaz,615000
825,ÖZ TRAKYADAN SATILIK DUBLEKS, Küçükçekmece, Mehmet Akif Mahallesi,3+2,4,4,4. Kat,140,1,0,KombiDoğalgaz,535000
826,merkez mah. dubleks, Çekmeköy, Mimar Sinan Mahallesi,4+2,0,5,Çatı Katı,195,2,0,KombiDoğalgaz,910000
827,Şeyhli Hilal Konutlarında 3+1 Satılık Daire, Pendik, Şeyhli Mahallesi,3+1,20,5,4. Kat,130,1,0,KombiDoğalgaz,500000
828,Beylikdüzü Kavaklı Mahallesinde Lüks 2+1Satılık Daire, Beylikdüzü, Kavaklı Mahallesi,2+1,0,5,3. Kat,110,2,0,KombiDoğalgaz,800000
829,BU DAİREYİ GÖRÜN ALMADAN GİTMİCEKSİNİZ, Ümraniye, Namık Kemal Mahallesi,4+1,4,4,4. Kat,180,3,0,KombiDoğalgaz,1489000
830," Repix Farkıyla Geniş,Daireden Bahçeye Çıkışlı,Kullanışlı,Kredili", Esenler, Kazım Karabekir Mahallesi,2+1,5-10,4,Bahçe Katı,85,1,0,KombiDoğalgaz,335000
831, BEYLİKDÜZÜ ACİL İHTİYAÇTAN SATILIK ULAŞIMA YÜKSEK GİRİŞ DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,2+1,0,4,Giriş,100,1,0,KombiDoğalgaz,196000
832,ŞİŞLİ KULELİ EVLERİ 3+1 SATILIK DAİRE, Şişli, Paşa Mahallesi,3+1,5-10,6,2. Kat,100,1,0,KombiDoğalgaz,730000
833, AKBAYIRLAR'DAN YAKACIK YENİ MAH MERKEZİ KONUMDA SIFIR LÜX 2+1, Kartal, Yakacık Yeni Mahallesi,2+1,2,5,2. Kat,90,1,0,KombiDoğalgaz,550000
834,MERKEZİ KONUMDA ANA CADDE ÜZERİNDE ŞIK DİZAYNI İLE 2+1 DAİRE, Çekmeköy, Aydınlar Mahallesi,2+1,0,4,1. Kat,105,1,0,KombiDoğalgaz,397500
835,ORMANADA 'DA 3+1 LÜKS SATILIK VİLLA, Sarıyer, Uskumruköy Mahallesi,3+1,4,2,Bahçe Katı,180,2,1,Merkezi(PayÖlçer),6200000
836,ARNAVUTKÖY ANADOLU MAH SATILIK 80 2+1 BAHÇE KATI, Arnavutköy, Anadolu Mahallesi,2+1,0,4,Bahçe Katı,80,1,0,KombiDoğalgaz,235000
837, KARTAL CEVİZLİDE ADLİYE HASTANEYE YAKIN SIFIR 2+1 SATILIK DAİRE, Kartal, Cevizli Mahallesi,2+1,0,6,4. Kat,100,1,0,KombiDoğalgaz,690000
838,EYÜP ALİBEYKÖYDE ANA CADDE ÜSTÜ DUBLEKS İSKANLI, Eyüpsultan, Esentepe Mahallesi,2+1,4,3,3. Kat,120,2,0,KombiDoğalgaz,498000
839,EYÜP ALİBEYKÖYDE ANA CADDE ÜSTÜ DENİZ MANZARALI GENİŞ MUKFAK , Eyüpsultan, Esentepe Mahallesi,3+1,4,3,3. Kat,120,2,0,KombiDoğalgaz,539000
840,AVCILAR ANKA GAYRİMENKUL DEN MERKEZ DE SATILIK DUBLEKS, Avcılar, Merkez Mahallesi,4+2,0,4,4. Kat,200,2,0,KombiDoğalgaz,1400000
841,GÜNEYDEN METROYA 10 DAKİKA YÜRÜME 2+1 75M2 KARANLIK ODASIZ DAİRE, Maltepe, Zümrütevler Mahallesi,2+1,5-10,5,Giriş,75,1,0,KombiDoğalgaz,230000
842,TURYAP TAÇTAN SATILIK MERKEZİ KONUMDA 3+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,3+1,20,14,6. Kat,165,2,0,KombiDoğalgaz,750000
843,Sahibinden MERKEZİ KONUMDA OTOPARKLI FERAH AYRI MUTFAK 2+1 DÜZ GİRİŞ DAİRE, Beylikdüzü, Gürpınar Mahallesi,2+1,5-10,5,Giriş,95,1,0,KombiDoğalgaz,425000
844,ZUHURATBABA HÜDAVERDİ ÇARŞI SK ÜZERİ SATILIK 2+1 DAİRE, Bakırköy, Zuhuratbaba Mahallesi,2+1,20,5,Bahçe Katı,80,1,0,KombiDoğalgaz,430000
845,EYÜPSULTAN İSLAMBEY CADDESİNDE SATILIK 3+1 120 M2 DAİRE , Eyüpsultan, İslambey Mahallesi,3+1,11-20,4,2. Kat,130,1,0,KombiDoğalgaz,1000000
846,Kağıthane İstova Residencede Satılık 2+1 Lüks Daire, Kağıthane, Hamidiye Mahallesi,2+1,0,14,10-20,127,1,0,Merkezi(PayÖlçer),1850000
847,ADA EMLAK TAN METRO NUN YANINDA SATILIK DAİRE, Eyüpsultan, Nurtepe Mahallesi,3+1,11-20,6,1. Kat,110,1,0,KombiDoğalgaz,520000
848,YAYLA ÇAMLIK CADDESİ ÇAM SOKAKDA SATILIK 3+1 YÜKSEK GİRİŞ, Bahçelievler, Siyavuşpaşa Mahallesi,3+1,20,5,Giriş,110,2,0,KombiDoğalgaz,465000
849,YÜRÜYÜŞ YOLUNDA TAPU MASRAFSIZ 2 ADET ARAKAT DAİRE, Küçükçekmece, Cennet Mahallesi,2+1,0,5,1. Kat,95,1,0,KombiDoğalgaz,830000
850,Sahibinden  Ağaoğlu My World Europe Sitesinde Satılık 76 m2 1+1 Daire, Başakşehir, Ziya Gökalp Mahallesi,1+1,5-10,25,10-20,76,1,1,Merkezi(PayÖlçer),780000
851,HALKALI ZEYNEBİYE DE SATILIK 2+1 BAHÇE KATI DAİRE, Küçükçekmece, Halkalı Merkez Mahallesi,2+1,4,4,Bahçe Katı,80,1,0,KombiDoğalgaz,260000
852,Kadıköy Bostancı'da Deniz Manzaralı 145m² Satılık 3+1 Daire, Kadıköy, Bostancı Mahallesi,3+1,20,8,7. Kat,145,2,0,MerkeziDoğalgaz,1950000
853,"ŞAŞKINBAKKAL BAĞDATTA YÜZME HAVUZLU, GÜVENLİKLİ, DENİZ MANZARALI", Kadıköy, Caddebostan Mahallesi,3+1,5-10,17,10-20,134,2,0,Merkezi(PayÖlçer),3600000
854,BAĞCILAR SANCAKTEPE MAH.MEYDANDA 2+1 95m2 SATLIK DAİRE, Bağcılar, Sancaktepe Mahallesi,2+1,20,4,4. Kat,100,1,0,KombiDoğalgaz,475555
855,REFERANS BAŞAKŞEHİR VADİ'DE ÖN CEPHE KULLANIŞLI ŞIK 3+1 DAİRE, Başakşehir, Başak Mahallesi,3+1,0,17,10-20,195,2,0,Merkezi(PayÖlçer),3500000
856,BÖLGENİN KELEPİR İSKANLI DAİRESİ SİZDE YENİ EVİNİZİN SAHBİ OLUN!, Esenyurt, İncirtepe Mahallesi,2+1,4,4,2. Kat,100,1,0,KombiDoğalgaz,285000
857,SATILIK HİSSE PAYI YÜKSEK TOPRAK TAPULU MERKEZİ YERDE DAİRE, Kağıthane, Sultan Selim Mahallesi,2+1,20,4,3. Kat,124,1,0,KombiDoğalgaz,470000
858,YILDIZTEPE MAHALLESİNDE FULL YAPILI 2+1 BALKONLU 4.KAT DAİRE, Bağcılar, Yıldıztepe Mahallesi,2+1,20,5,4. Kat,100,1,0,KombiDoğalgaz,239000
859,ANADOLU MAHALLESİ MERKEZE YAKIN ARA KAT GİBİ YÜKSEK GİRİŞ, Arnavutköy, Anadolu Mahallesi,2+1,2,5,Giriş,95,1,0,KombiDoğalgaz,335000
860,YEŞİLYURT'TA SIFIR 5+2 NET 260m² SATILIK DUBLEKS, Bakırköy, Yeşilyurt Mahallesi,5+2,0,5,5. Kat,280,5,0,KombiDoğalgaz,9000000
861,NOKTA'DAN ZEKERİYAKÖY'DE GENİŞ BAHÇELİ KAPALI HAVUZLU KOZA VİLLA, Sarıyer, Zekeriyaköy Mahallesi,4+1,20,4,Giriş,340,3,0,KombiDoğalgaz,8500000
862, MİMAR EMLAK'TAN MEHMET AKİFTE 120m² 2+1 1.KAT, Küçükçekmece, Mehmet Akif Mahallesi,2+1,11-20,7,1. Kat,120,1,0,KombiDoğalgaz,310000
863,  E S GAYRİMENKUL  SEYYİDÖMER  MAH. 'DE   70m 2+1 SATILIK DAİRE , Fatih, Seyyid Ömer Mahallesi,2+1,20,4,Bahçe Katı,70,1,0,KombiDoğalgaz,385000
864, MİMAR EMLAK'TAN MEHMET AKİFTE 5 KATLI BİNADA 3+1 1.KAT, Küçükçekmece, Mehmet Akif Mahallesi,3+1,11-20,5,1. Kat,140,1,0,KombiDoğalgaz,364000
865,N-EVİM GAYRİMENKUL den Avcılar merkez Namık Kemal cad satılık, Avcılar, Merkez Mahallesi,3+1,20,5,3. Kat,135,1,0,KombiDoğalgaz,570000
866,MST EMLAK BEYOĞLU SÜTLÜCE DE SATILIK HALİÇ MANZARALI 2+1 DAİRE, Beyoğlu, Örnektepe Mahallesi,2+1,5-10,5,Giriş,90,2,0,KombiDoğalgaz,770000
867,MST EMLAK EYÜPPARK TA SATILIK YATIRIMLIK DAİRE 1+1, Eyüpsultan, Akşemsettin Mahallesi,1+1,5-10,14,10-20,43,1,0,Merkezi(PayÖlçer),530000
868,Bahçeşehir Kiptaş Vaditepe Göl Evlerin de 4+1 Sıfır Eşyalı, Başakşehir, Bahçeşehir 1. Kısım Mahallesi,4+1,3,21,5. Kat,234,2,0,Merkezi(PayÖlçer),4000000
869,SATILIK DÜBLEKS DAİRE 3+1 SULTANGAZİ CEBECİ KARTAL EMLAKTAN, Sultangazi, Cebeci Mahallesi,3+1,20,4,Çatı Dubleks,120,1,0,KombiDoğalgaz,290000
870,BAHÇELİEVLER BEYAZ KONAK SİTESİNDE 3+1 165M2ARAKAT K.OTOPRKLI, Bahçelievler, Siyavuşpaşa Mahallesi,3+1,11-20,5,4. Kat,165,2,0,KombiDoğalgaz,1385000
871,KAYAŞEHİR 5. BÖLGEDE 2+1 SATILIK DAİRE, Başakşehir, Kayabaşı Mahallesi,2+1,5-10,13,Giriş,85,1,0,Merkezi(PayÖlçer),585000
872,"ZÜMRÜTEVLERDE;CADDEYE YAKIN,AYRI MUTFAKLI (2+1) YÜKSEK GİRİŞ", Maltepe, Zümrütevler Mahallesi,2+1,2,4,Giriş,80,1,0,KombiDoğalgaz,330000
873,ARNAVUTKÖY ANADOLU MAH 85 M2 2 +1 YÜKSEK GİRİŞ KATI, Arnavutköy, Anadolu Mahallesi,2+1,0,5,Giriş,85,1,0,KombiDoğalgaz,295000
874,EYÜPSULTAN İSLAM BEY CADDESİNDE SATILIK 3+1 DAİRE., Eyüpsultan, İslambey Mahallesi,3+1,11-20,5,1. Kat,110,2,0,KombiDoğalgaz,800000
875,GOZTEPE NESRIN SOK.SIFIR 3+1YENI KOMBILI 1KAT 85M, Kadıköy, Merdivenköy Mahallesi,3+1,0,10,1. Kat,97,2,0,KombiDoğalgaz,1200000
876,DÜNYAN EMLAK - NİDAPARK ZÜMRÜT SATILIK 3+1, Başakşehir, Kayabaşı Mahallesi,3+1,2,17,10-20,156,2,0,Merkezi(PayÖlçer),1800000
877,BAHÇELİEVLER ÇAMLIK CAD. ÜZERİ GENİŞ 2+1 KREDİYE UYGUN DAİRE, Bahçelievler, Siyavuşpaşa Mahallesi,2+1,20,6,1. Kat,100,1,0,KombiDoğalgaz,620000
878, BEYLİKDÜZÜ YAKUPLUDA KENDİSİ BÜYÜK FİYATI KÜÇÜK 3+1 DAİRE, Beylikdüzü, Yakuplu Mahallesi,3+1,0,7,4. Kat,130,1,0,KombiDoğalgaz,237000
879,SEEWORLD SİMPLİCİTY 2+1 ARAKAT 120m2 SATILIK simpli city, Sancaktepe, Meclis Mahallesi,2+1,5-10,4,3. Kat,120,1,0,MerkeziDoğalgaz,695000
880,NOFT YAPIDAN METROBÜSE CEPHE BALKONLU ASANSÖRLÜ KOMBİLİ 3+1 DAİRE, Esenyurt, Saadetdere Mahallesi,3+1,0,6,2. Kat,135,1,0,KombiDoğalgaz,569000
881, soğanlı mah de satılık 90 m² -2+1- 3. kat daire  , Bahçelievler, Soğanlı Mahallesi,2+1,5-10,5,3. Kat,90,1,0,KombiDoğalgaz,409000
882,"BAYRAMPAŞA KARTALTEPE MAH SATILIK ARAKAT DAİRE 105M /799,000", Bayrampaşa, Kartaltepe Mahallesi,2+1,4,5,1. Kat,105,2,0,KombiDoğalgaz,799000
883,hedeften konaklarda 4 artı 1 mükemmel konumda hemen teslim, Bakırköy, Ataköy 2-5-6. Kısım Mahallesi,4+1,5-10,5,Giriş,214,2,0,KombiDoğalgaz,7350000
884,EREN EMLAKTAN HIRKAİ ŞERİFTE KREDİYE UYGUN DAİRE, Fatih, Karagümrük Mahallesi,2+1,20,6,Giriş,90,1,0,KombiDoğalgaz,500000
885,KÜÇÜKÇEKMECE CENNET METROBÜS YANIBAŞINDA SIFIR TAPU MASRAFSIZ, Küçükçekmece, Cennet Mahallesi,2+1,0,5,Bahçe Katı,80,1,0,KombiDoğalgaz,390000
886, ÜÇEVLER MAH. 3+1 130M² BAHÇELİ BAHÇE KATI , Esenyurt, Üçevler Mahallesi,3+1,2,6,Bahçe Katı,145,1,0,KombiDoğalgaz,310000
887, EMSALLERİN ALTINDA 2+1 MERKEZİ KONUMDAKİ LÜKS DAİRE !!  , Esenyurt, Güzelyurt Mahallesi,2+1,0,10,5. Kat,110,1,0,KombiDoğalgaz,205000
888, ENTEPE ÇATI EMLAK'TAN SİTE İÇİNDE MANZARALI 2+1, Kağıthane, Nurtepe Mahallesi,2+1,4,13,10-20,95,1,0,Merkezi(PayÖlçer),945000
889, ACİL SATILIK BEYLİKDÜZÜNDE METROBÜSE YAKIN 2+1 ARAKAT LÜKS DAİRE, Beylikdüzü, Beylikdüzü OSB Mahallesi,2+1,0,15,6. Kat,110,1,0,KombiDoğalgaz,215000
890,TUNA GAYRİMENKULDEN BAHÇETEPEDE 2+1 SATILIKDAİRE, Başakşehir, Başakşehir Mahallesi,2+1,4,14,7. Kat,85,1,0,Merkezi(PayÖlçer),990000
891,ANADOLU KONUTLARI HAFTANIN DAİRESİNİ SİZLERE DİP FİYATA SUNUYOR!, Çekmeköy, Ekşioğlu Mahallesi,2+1,0,5,1. Kat,105,1,0,KombiDoğalgaz,220000
892, EVALMAK.TA SEFAKÖY MERKEZ'DE 2+1 BALKONLU 87 m2 ARAKAT DAİRE, Küçükçekmece, Fevzi Çakmak Mahallesi,2+1,0,4,1. Kat,87,1,0,KombiDoğalgaz,549000
893,ÇEKMEKÖY MEHMET AKİF'TE METROYA YAKIN 2+1 FIRSAT DAİRE, Çekmeköy, Mehmet Akif Mahallesi,2+1,5-10,5,Giriş,88,1,0,KombiDoğalgaz,385000
894,Sahibinden  SAHİBİNDEN FATIH ATİKALİ MAHALLESİNDE 2+1 SATILIK DAİRE , Fatih, Atikali Mahallesi,2+1,20,4,3. Kat,95,1,0,KombiDoğalgaz,650000
895,KARTALTEPE MH SÜPER MANZARALI SATILIK DUBLEX 2+1 120 M KARE, Bayrampaşa, Kartaltepe Mahallesi,2+1,5-10,3,3. Kat,120,1,0,KombiDoğalgaz,725000
896,FERAH MAHALLESINDE İSKANLI 2 +1 GENIS DAIRE, Üsküdar, Ferah Mahallesi,2+1,5-10,3,Giriş,85,1,0,KombiDoğalgaz,559000
897,"ÇATALCA ELBASAN'DA 5.000 m2, SATILIK ÇİFTLİK", Çatalca, Elbasan Mahallesi,2+1,4,1,Giriş,150,4,0,IsıtmaYok,4150000
898,GÜNEYDEN KELEPİR ARAKAT 2+1.80M2.AMERİKAN MUTFAKLI DAİRE, Maltepe, Zümrütevler Mahallesi,2+1,4,5,1. Kat,80,1,0,KombiDoğalgaz,340000
899,ÇEKMEKÖY'DE KELEPİR 2+1 ARAKAT FIRSAT DAİRE, Çekmeköy, Mimar Sinan Mahallesi,2+1,11-20,5,2. Kat,100,1,0,KombiDoğalgaz,440000
900, ŞİŞLİ GÜLBAHARDA SATILIK DAİRE , Şişli, Gülbahar Mahallesi,3+1,11-20,13,4. Kat,130,1,0,KombiDoğalgaz,700000
901,KARTAL'DA 4+2 DUBLEX SATILIK DAİRE, Kartal, Yalı Mahallesi,4+2,11-20,5,Çatı Dubleks,150,1,0,KombiDoğalgaz,435000
902,beylikdüzü Gürpınar da mustakil villa, Beylikdüzü, Gürpınar Mahallesi,2+2,20,2,Bahçe Dublex,815,2,0,KombiDoğalgaz,3300000
903,Arnavutköy İslambey Mahallesi Satılık Arakat Daire, Arnavutköy, İslambey Mahallesi,2+1,3,4,1. Kat,115,1,0,KombiDoğalgaz,480000
904,KAYAŞEHİR 14. BÖLGE CY-6 BLOK SATILIK 1+1 VADİ MANZARALI DAİRE, Başakşehir, Kayabaşı Mahallesi,1+1,5-10,6,Giriş,52,1,0,Merkezi(PayÖlçer),365000
905, EREN EMLAKTAN YENİKAPIDA KREDİYE UYGUN DAİRE, Fatih, Nişanca Mahallesi,2+1,20,4,Giriş,90,1,0,KombiDoğalgaz,500000
906,istanbul beykozun en güzel mahallelerinden elmalida satılık musta, Beykoz, Elmalı Mahallesi,6+4,11-20,3,Müstakil,430,4,0,KombiDoğalgaz,11500000
907,SİLİVRİ ORTAKÖY DE 800m2 ARSA İÇİNDE HAVUZLU VİLLA, Silivri, Ortaköy Mahallesi,5+2,0,3,Villa Tipi,800,3,0,KombiDoğalgaz,4000000
908,YAVUZ EMLAK`TAN SATILIK DUBLEX DAİRE, Pendik, Batı Mahallesi,3+2,5-10,4,4. Kat,150,3,0,KombiDoğalgaz,1450000
909,3+1 120 m2 site konsepti, Bakırköy, Zuhuratbaba Mahallesi,3+1,0,5,3. Kat,120,2,0,KombiDoğalgaz,2450000
910,İSTANBUL EYÜP GÜZELTEPE'DE 2+1 LÜKS DAİRE, Eyüpsultan, Güzeltepe Mahallesi,2+1,4,9,7. Kat,90,1,0,KombiDoğalgaz,725000
911,SİTE İÇERİSİNDE KULLANIMA UYGUN 2+1 DAİRE, Pendik, Yenişehir Mahallesi,2+1,20,4,2. Kat,100,1,0,KombiDoğalgaz,410000
912,KULLANIMA UYGUN GENİŞ 4+1 BAHÇE DUBLEKSİ, Sultanbeyli, Necip Fazıl Mahallesi,4+1,2,6,Bahçe Katı,140,2,0,KombiDoğalgaz,525000
913,KULLANIMA UYGUN GENİŞ 2+1 DAİRE, Sultanbeyli, Necip Fazıl Mahallesi,2+1,2,6,2. Kat,140,2,0,KombiDoğalgaz,475000
914,ERPAYDAN BOĞAZKÖYDE SATILIK YÜKSEK GİRİŞ, Arnavutköy, Boğazköy İstiklal Mahallesi,2+1,0,4,Giriş,90,1,0,KombiDoğalgaz,285000
915,ABDULLAHOĞLU EMLAKTAN SATILIK 2+1 DAİRE, Maltepe, Fındıklı Mahallesi,2+1,3,5,Giriş,90,1,0,KombiDoğalgaz,420000
916, ESENYURT GUZELYURT MAH. 1+1 SIFIR DAIRE RUZGAR YAPI'DAN, Esenyurt, Güzelyurt Mahallesi,1+1,2,5,1. Kat,85,1,0,KombiDoğalgaz,142000
917, SELAMİÇEŞME CADDE ÜZERİ HEMEN TESLİM 3+1 SIFIR DAİRE , Kadıköy, Göztepe Mahallesi,3+1,0,4,1. Kat,125,2,0,Merkezi(PayÖlçer),3250000
918,Akbatı AVM hemen yanındaki Akkoza evlerinde 2+1 Satılık Daire, Esenyurt, Koza Mahallesi,2+1,5-10,16,1. Kat,101,1,0,Merkezi(PayÖlçer),650000
919,TEK YETKİLİ!! ADATEPE SAHİLDE ADALAR VE DENİZ MANZARALI İSKANLI, Maltepe, Feyzullah Mahallesi,4+2,3,6,6. Kat,220,1,0,Merkezi(PayÖlçer),1985000
920,YILMAZ GAYRİMENKULDEN HÜRRİYETTE SIFIR LÜKS SATILIK DAİRELER, Gaziosmanpaşa, Hürriyet Mahallesi,2+1,0,3,2. Kat,90,1,0,KombiDoğalgaz,730000
921,GÖKTAŞ YAPI'DAN %60 NAKİT GERİSİ ELDEN SENET 3 AY SONRA TESLİM!!, Esenyurt, Cumhuriyet Mahallesi,Stüdyo,0,12,6. Kat,60,1,0,KombiDoğalgaz,175000
922,EREN EMLAKTAN AYVANSARAYDA YATIRIMLIK KREDİYE UYGUN DAİRE, Fatih, Ayvansaray Mahallesi,1+1,20,4,Bodrum,90,1,0,MerkeziDoğalgaz,300000
923,Bura Residans da 1+1 72 m2 Satılık Daire..., Esenyurt, Yeşilkent Mahallesi,1+1,4,17,9. Kat,72,1,0,Merkezi(PayÖlçer),330000
924, SELAMİÇEŞME  ÖZGÜRLÜK PARKI KARŞISINDA SIFIR DAİRE, Kadıköy, Göztepe Mahallesi,3+1,0,13,7. Kat,100,2,0,Merkezi(PayÖlçer),2550000
925, CADDEBOSTAN 'DA 3+1 PROJEDEN SATILIK DAİRE , Kadıköy, Erenköy Mahallesi,3+1,0,8,8. Kat,120,2,0,KombiDoğalgaz,2900000
