,İlan Başlığı,Semt,Mahalle,Tür,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Wc Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
1252,besiktasin dikilitaş mahallesinde muhteşem manzaralı büyük dublex,Beşiktaş, Dikilitaş Mahallesi,Konut,7+1,5-10,6,6. Kat,230,2,4,0,KombiDoğalgaz,3650000
1253,Beylikduzu adnan kahvecide satilik deniz manzarali daire,Beylikdüzü, Adnan Kahveci Mahallesi,Konut,3+1,4,8,6. Kat,195,2,1,0,KombiDoğalgaz,1475000
1254,4+1 250 m2 dubleks daire akıllı Bina site konsepti,Bakırköy, Zuhuratbaba Mahallesi,Konut,4+1,0,5,5. Kat,250,2,1,0,KombiDoğalgaz,3400000
1255,CENNET MAHALLESİNDE METROBÜS DİBİ SATILIK 145M2 3+1 ARAKAT DAİRE,Küçükçekmece, Cennet Mahallesi,Konut,3+1,4,6,2. Kat,145,1,1,0,KombiDoğalgaz,1250000
1256, BAL EMLAKTAN SATILIK SIFIR ÇOK LÜKS 3+1 3. KAT  DAİRE ,Bahçelievler, Zafer Mahallesi,Konut,3+1,0,6,3. Kat,125,1,1,0,KombiDoğalgaz,815000
1257,Sıfır Bahçe Müstakil Bahçeli 2+1 Geniş Bu Fiyata Bu Bahçe Kaçmaz,Beylikdüzü, Yakuplu Mahallesi,Konut,2+1,0,4,Bahçe Katı,95,1,1,0,KombiDoğalgaz,329999
1258,Sefaköy İnönü mahallesi satlık 2 + 1 yüksek giriş yeni bina,Küçükçekmece, İnönü Mahallesi,Konut,2+1,3,3,Yüksek Giriş,85,1,1,0,KombiDoğalgaz,380000
1259, ATAKÖY 7-8 KISIM MARTI SİTESİN'DE YÜKSEK GİRİŞ TADİLATLI 3+1,Bakırköy, Ataköy 7-8-9-10. Kısım Mahallesi,Konut,3+1,20,4,Yüksek Giriş,150,2,2,0,MerkeziDoğalgaz,2900000
1260, Mertcandan dumlupınar mah 4+2 tripleks daire,Pendik, Dumlupınar Mahallesi,Konut,4+2,11-20,3,3. Kat,190,2,2,0,KombiDoğalgaz,870000
1261, MİMAR EMLAK'TAN MEHMET AKİFTE TEK DAİRE ÜZERİ 3+1 4.KAT,Küçükçekmece, Mehmet Akif Mahallesi,Konut,3+1,11-20,6,4. Kat,145,1,1,0,KombiDoğalgaz,350000
1262,MARMARA PARK A YAKIN İNNOVİA SİTESİNDE SATILIK 2+1 110 M² DAİRE,Esenyurt, Cumhuriyet Mahallesi,Konut,2+1,5-10,18,8. Kat,115,1,2,1,KombiDoğalgaz,825000
1263, BAHÇELİEVLER BELEDİYE KARŞISI 2+1 90M2 2.KAT MASRAFSIZ,Bahçelievler, Siyavuşpaşa Mahallesi,Konut,2+1,20,5,2. Kat,90,1,1,0,KombiDoğalgaz,349000
1264, ÜMRANİYE ÇAMLIK MAHALLESİNDE SATILIK BAHÇELİ 3+1 DAİRE,Ümraniye, Çamlık Mahallesi,Konut,3+1,11-20,4,Bahçe Dublex,125,1,2,0,KombiDoğalgaz,507000
1265, Mertcan dan Hürriyet Mah 2+1 Balkonlu Kaçırılmaz Fırsat Satılık,Kartal, Hürriyet Mahallesi,Konut,3+1,11-20,5,3. Kat,135,1,2,0,KombiDoğalgaz,495000
1266,ESENYURT SÜLEYMANİYE  MAH. BALKONLU  3+1 LÜKS SATILIK ARA KAT ,Esenyurt, Süleymaniye Mahallesi,Konut,3+1,0,5,2. Kat,150,1,1,0,KombiDoğalgaz,475000
1267, BEYLİKDÜZÜ SİMA YAPI 'DAN SİTE İÇERİSİNDE 3+1 KONFORLU DAİRE !!,Beylikdüzü, Cumhuriyet Mahallesi,Konut,3+1,0,4,2. Kat,120,1,2,0,KombiDoğalgaz,330000
1268,KAYAŞEHİR 24.BÖLGEDE S BLOKTA 3+1 ARAKAT TAPULU DAİRE,Başakşehir, Kayabaşı Mahallesi,Konut,3+1,3,5,2. Kat,118,2,1,0,Merkezi(PayÖlçer),1150000
1269, THIS WEEK SPECIAL CAMPAIGN FLAT OPPORTUNITY FROM REAL YAPI!!!,Beylikdüzü, Kavaklı Mahallesi,Konut,2+1,0,6,3. Kat,116,1,2,0,KombiDoğalgaz,369000
1270,AKBAYIRLAR'DAN GÜMÜŞPINAR'DA 3+1 125M2 İSKANLI SATILIK DAİRE,Kartal, Gümüşpınar Mahallesi,Konut,3+1,2,5,5. Kat,125,1,1,0,KombiDoğalgaz,699000
1271, YAKUPLU'DA REAL YAPI FARKI İLE ARTIK EV SAHİBİ OLABİLİESİNİZ !,Beylikdüzü, Yakuplu Mahallesi,Konut,3+1,0,5,3. Kat,132,1,2,0,KombiDoğalgaz,216000
1272, BEYLİKDÜZÜ'NDE METROBÜSE YÜRÜME MESAFELİ LÜX 2+1 DUBLEX DAİRE,Beylikdüzü, Yakuplu Mahallesi,Konut,2+1,0,6,2. Kat,135,2,2,0,KombiDoğalgaz,400000
1273,Üsküdar KüçükÇamlıca da Emaar Square Komşu 5+1 Müstakil Dubleks,Üsküdar, Küçük Çamlıca Mahallesi,Konut,5+1,20,2,Düz Giriş,300,1,1,0,KombiDoğalgaz,6750000
1274, DÖNÜŞÜM'DEN FIRSAT! KAÇMAZ GÜNEY CEPHE 3+1 SATILIK DAİRE,Pendik, Şeyhli Mahallesi,Konut,3+1,5-10,6,5. Kat,125,2,2,0,KombiDoğalgaz,545000
1275, MARİN İNŞAAT'TAN METROBÜSE YAKIN YATIRIM İÇİN BİRE BİR DAİRELER!,Esenyurt, Güzelyurt Mahallesi,Konut,2+1,2,5,1. Kat,110,1,1,0,KombiDoğalgaz,193000
1276, REAL YAPI İLE İNANILMAZ AMA GERÇEK FİYATLAR SİZLERLE !!,Beylikdüzü, Beylikdüzü OSB Mahallesi,Konut,3+1,0,7,3. Kat,135,1,2,0,KombiDoğalgaz,193000
1277, VİLLA FOR SALE İN BEYLİKDÜZÜ 5+2 WİTH İNDEPENDANT PRİVATE POOL,Beylikdüzü, Sahil Mahallesi,Konut,5+2,0,3,Villa Tipi,365,5,1,0,KombiDoğalgaz,5000000
1278, BAHÇELİEVLER CUMHURİYET MAH ÇİFT CEPHELİ 2+1 BAHÇEKAT DAİRE,Bahçelievler, Cumhuriyet Mahallesi,Konut,2+1,11-20,4,Bahçe Katı,85,1,2,0,KombiDoğalgaz,280000
1279, maltepe satılık daire adatepe sahilde kombili 1+1 otoparklı,Maltepe, Feyzullah Mahallesi,Konut,1+1,20,4,Düz Giriş,55,1,1,0,KombiDoğalgaz,258000
1280, ESENYURT İNCİRTEPE'DE 2+1 ACİL SATILIK BAHÇE KATI DAİRE,Esenyurt, İncirtepe Mahallesi,Konut,2+1,5-10,5,Bahçe Katı,125,1,1,0,KombiDoğalgaz,185000
1281,"DÜNYAN EMLAK , PARK MAVERA 1 SATILIK 4+1 DAİRE",Başakşehir, Kayabaşı Mahallesi,Konut,4+1,2,21,14. Kat,208,2,1,0,Merkezi(PayÖlçer),3700000
1282,Gaziosmanpaşa Meydan'da Cadde Üzerinde Satılık 2+1 75m2 Daire,Gaziosmanpaşa, Merkez Mahallesi,Konut,2+1,20,3,2. Kat,80,1,1,0,KombiDoğalgaz,380000
1283,Dumankaya Konsept'de Satılık Ara Kat 167 m2 Köşe Daire,Küçükçekmece, Atakent Mahallesi,Konut,3+1,5-10,9,5. Kat,167,2,1,0,Merkezi(PayÖlçer),1950000
1284, Yenibosna Kocasinan merkez mahallesinde satılık daire bahçekatı ,Bahçelievler, Kocasinan Merkez Mahallesi,Konut,3+1,11-20,4,Bahçe Katı,115,1,1,0,KombiDoğalgaz,290000
1285, ESENYURT PINAR MAHALLESİNDE SATILIK 2+1 DAİRE,Esenyurt, Pınar Mahallesi,Konut,2+1,0,6,Bahçe Katı,85,1,1,0,KombiDoğalgaz,210000
1286, SİMA YAPI'DAN ULAŞIMA ÇOK YAKIN ACİL SATILIK 2+1 BAHÇE KATI,Beylikdüzü, Cumhuriyet Mahallesi,Konut,2+1,0,4,Bahçe Katı,100,1,2,0,KombiDoğalgaz,139000
1287,EMLAKVAR ÇEVRENİN EN GENİŞ 2+1 DAİRESİ,Sultanbeyli, Adil Mahallesi,Konut,2+1,0,6,2. Kat,90,1,1,0,KombiDoğalgaz,467000
1288,BOSTANCI SAHİLE MARMARAY'a YÜRÜME MESAFESİ İÇİ YAPILI 4.KAT 2+1,Maltepe, Altıntepe Mahallesi,Konut,2+1,20,4,4. Kat,60,1,1,0,KombiDoğalgaz,399000
1289, MÜSLÜM EMLAKTAN  FERAH 3+1 DAİRE,Avcılar, Cihangir Mahallesi,Konut,3+1,20,6,5. Kat,120,1,1,0,KombiDoğalgaz,300000
1290,Ihlamurkuyu Mahallesinde Bodrum Sokakta Satılık 2+1,Ümraniye, Ihlamurkuyu Mahallesi,Konut,2+1,20,3,3. Kat,100,1,1,0,KombiDoğalgaz,265000
1291, BEYLİKDÜZÜ ALBAYRAK'TAN METROBÜSE YAKIN ŞIK TASARIMLI 2+1 DAİRE,Beylikdüzü, Yakuplu Mahallesi,Konut,2+1,3,6,Yüksek Giriş,100,1,1,0,KombiDoğalgaz,305000
1292,Sahibinden  YAKUPLU'DA SAHİBİNDEN SIFIRA YAKIN DAİRE,Beylikdüzü, Yakuplu Mahallesi,Konut,2+1,5-10,5,4. Kat,100,1,1,0,KombiDoğalgaz,500000
1293, BEYLİKDÜZÜNDE MERKEZİ KONUMDA 2+1 HAFTANIN FIRSATI ARAKAT DAİRE,Beylikdüzü, Kavaklı Mahallesi,Konut,2+1,4,4,3. Kat,105,1,1,0,DoğalgazSobalı,459000
1294, BARIŞ'TAN YENİ BİNADA İSKANLI LÜKS DAİRE,Küçükçekmece, Cennet Mahallesi,Konut,2+1,0,4,1. Kat,95,1,1,0,KombiDoğalgaz,620000
1295,BULGURLU DA CADDEYE METROYA YAKIN ARAKAT 3+1,Üsküdar, Bulgurlu Mahallesi,Konut,3+1,5-10,5,3. Kat,120,1,1,0,KombiDoğalgaz,1000000
1296,ERHAN GAYRİMENKUL İNŞAATTAN SULTANÇİFTLİĞİ MAH 2+1SATILIK ,Sultangazi, Sultançiftliği Mahallesi,Konut,2+1,5-10,5,1. Kat,100,1,1,0,KombiDoğalgaz,415000
1297,besiktasin dikilitaş mahallesinde muhteşem manzaralı büyük dublex,Beşiktaş, Dikilitaş Mahallesi,Konut,7+1,5-10,6,6. Kat,230,2,4,0,KombiDoğalgaz,3650000
1298,Beylikduzu adnan kahvecide satilik deniz manzarali daire,Beylikdüzü, Adnan Kahveci Mahallesi,Konut,3+1,4,8,6. Kat,195,2,1,0,KombiDoğalgaz,1475000
1299,4+1 250 m2 dubleks daire akıllı Bina site konsepti,Bakırköy, Zuhuratbaba Mahallesi,Konut,4+1,0,5,5. Kat,250,2,1,0,KombiDoğalgaz,3400000
1300,CENNET MAHALLESİNDE METROBÜS DİBİ SATILIK 145M2 3+1 ARAKAT DAİRE,Küçükçekmece, Cennet Mahallesi,Konut,3+1,4,6,2. Kat,145,1,1,0,KombiDoğalgaz,1250000
1301, BAL EMLAKTAN SATILIK SIFIR ÇOK LÜKS 3+1 3. KAT  DAİRE ,Bahçelievler, Zafer Mahallesi,Konut,3+1,0,6,3. Kat,125,1,1,0,KombiDoğalgaz,815000
1302,Sıfır Bahçe Müstakil Bahçeli 2+1 Geniş Bu Fiyata Bu Bahçe Kaçmaz,Beylikdüzü, Yakuplu Mahallesi,Konut,2+1,0,4,Bahçe Katı,95,1,1,0,KombiDoğalgaz,329999
1303,Sefaköy İnönü mahallesi satlık 2 + 1 yüksek giriş yeni bina,Küçükçekmece, İnönü Mahallesi,Konut,2+1,3,3,Yüksek Giriş,85,1,1,0,KombiDoğalgaz,380000
1304, ATAKÖY 7-8 KISIM MARTI SİTESİN'DE YÜKSEK GİRİŞ TADİLATLI 3+1,Bakırköy, Ataköy 7-8-9-10. Kısım Mahallesi,Konut,3+1,20,4,Yüksek Giriş,150,2,2,0,MerkeziDoğalgaz,2900000
1305,Mecidiyeköy 1+1 balkonlu ferah ara kat iskanlı krediye uygun,Şişli, Kuştepe Mahallesi,Konut,1+1,3,5,1. Kat,65,1,1,0,KombiDoğalgaz,425000
1306, ÜNALAN MERKEZDE SATILIK 2+1 SIFIR DAİRE,Üsküdar, Ünalan Mahallesi,Konut,2+1,0,3,2. Kat,80,1,1,0,KombiDoğalgaz,550000
1307, ÜNALAN MERKEZDE SATILIK DUBLEKS 4+1 DAİRE,Üsküdar, Ünalan Mahallesi,Konut,4+1,0,3,3. Kat,110,1,1,0,KombiDoğalgaz,700000
1308,uygun fiyatlı 4 katli na tamam villa içi yapilmamis,Başakşehir, Bahçeşehir 2. Kısım Mahallesi,Konut,5+2,11-20,4,Villa Tipi,380,4,1,0,KombiDoğalgaz,1700000
1309, GÜNGÖREN DE SIFIR BİNA DA 145M2 4+1 SATILIK DUBLEX,Güngören, Haznedar Mahallesi,Konut,4+1,0,4,4. Kat,145,2,2,0,KombiDoğalgaz,1100000
1310, İNÖNÜDE METROYA ÇOK YAKIN KELEPİR 3+1,Ataşehir, İnönü Mahallesi,Konut,3+1,11-20,5,Düz Giriş,115,1,1,0,KombiDoğalgaz,429000
1311, GÜNGÖREN DE SIFIR BİNA DA 70M2 2+1 SATILIK DAİRE,Güngören, Haznedar Mahallesi,Konut,2+1,0,4,3. Kat,70,1,1,0,KombiDoğalgaz,820000
1312, İÇERENKÖYDE DEPREM YÖNETMENLİKLİ 3+1 İSKANLI ,Ataşehir, İçerenköy Mahallesi,Konut,3+1,5-10,5,4. Kat,130,1,1,0,KombiDoğalgaz,910000
1313, GÜNGÖREN DE SIFIR  BİNA DA  50M2 1+1  SATILIK  BAHÇE  KATLARI ,Güngören, Haznedar Mahallesi,Konut,1+1,0,4,Bahçe Katı,50,1,1,0,KombiDoğalgaz,360000
1314, Küçükyalı Mektep Cd Bahçe Kullanımlı 2+1,Maltepe, Küçükyalı Mahallesi,Konut,2+1,20,4,Düz Giriş,100,1,1,0,KombiDoğalgaz,375000
1315,ACİL...ERPAYDAN MERKEZE YAKIN DUBLEX DAİRE,Arnavutköy, Anadolu Mahallesi,Konut,2+2,5-10,5,4. Kat,135,2,1,0,KombiDoğalgaz,395000
1316,"SİTE İÇERİSİNDE 3+1 GÜVENLİKLİ,HAVUZLU,OTOPARKLI SATILIK DAİRE!!",Sancaktepe, Yenidoğan Mahallesi,Konut,3+1,0,4,2. Kat,145,2,1,0,KombiDoğalgaz,750000
1317,GÜR emlak tan Sefaköy Fevzi çakmak mahallesi uygun fiyat ,Küçükçekmece, Fevzi Çakmak Mahallesi,Konut,1+1,20,6,Bahçe Katı,65,1,1,0,KombiDoğalgaz,175000
1318,2+1 80 m2 sadikonuk metrobüs özel lokasyon,Bakırköy, Zuhuratbaba Mahallesi,Konut,2+1,2,4,3. Kat,80,1,1,0,KombiDoğalgaz,1220000
1319,Beylikdüzü'nde Sıfır Lüx Arakat 2+1 Okula Ulaşıma Pazara Yakın,Beylikdüzü, Yakuplu Mahallesi,Konut,2+1,0,4,1. Kat,100,1,1,0,KombiDoğalgaz,379999
1320,TURYAP TAÇTAN AVCILAR MERKEZDE METROBÜSE YÜRÜME MESAFESİNDE 2+1,Avcılar, Merkez Mahallesi,Konut,2+1,20,4,1. Kat,100,1,1,0,KombiDoğalgaz,330000
1321,TURYAP TAÇTAN AVCILAR AMBARLI MERKEZİ YERDE 3+1 135 M2 DAİRE,Avcılar, Ambarlı Mahallesi,Konut,3+1,20,5,3. Kat,135,1,1,0,KombiDoğalgaz,390000
1322,GÜVENLİKLİ SİTE İÇERİSİNDE 3+1 GENİŞ FERAH DAİRE,Ümraniye, İnkılap Mahallesi,Konut,3+1,11-20,7,7. Kat,110,1,2,0,KombiDoğalgaz,650000
1323,KAYAŞEHİR FENERTEPE 13. BÖLGE SATILIK VADİ MANZARALI 1+1 DAİRE,Başakşehir, Kayabaşı Mahallesi,Konut,1+1,5-10,3,Yüksek Giriş,48,1,1,0,Merkezi(PayÖlçer),350000
1324, EYYÜP İSLAMBEY MAH. BÖYÜK YUVALI SOK. 5+1 150M2  DUBLEKS DAİRE,Eyüpsultan, İslambey Mahallesi,Konut,5+1,4,5,4. Kat,150,2,2,0,KombiDoğalgaz,600000
1325, DESTAN-519-FATİH-K.M.PAŞA-SAĞLIK OCAĞI CİVARI-2+1-70M2,Fatih, Sümbül Efendi Mahallesi,Konut,2+1,20,5,3. Kat,70,1,1,0,KombiDoğalgaz,320000
1326, BAL EMLAKTAN SATILIK 4.KAT ASANSÖRLÜ 3+1 140M2  DAİRE ,Bahçelievler, Fevzi Çakmak Mahallesi,Konut,3+1,20,6,4. Kat,140,1,1,0,KombiDoğalgaz,565000
1327, DERYADİLDE Y.GİRİŞ  KÖŞE FERAH  2+1 TEMİZ KİRACILI DAİRE,Beşiktaş, Muradiye Mahallesi,Konut,2+1,20,5,Yüksek Giriş,75,1,1,0,KombiDoğalgaz,650000
1328,DÜNYAN EMLAK - 24. BÖLGE ÇAMLIBAHÇE EVLERİNDE 2+1 TADILATLI,Başakşehir, Kayabaşı Mahallesi,Konut,2+1,3,8,3. Kat,90,2,1,0,Merkezi(PayÖlçer),870000
1329,Tema İstanbul'da 2+1 151m2 Satılık Bahçe Katı,Küçükçekmece, Atakent Mahallesi,Konut,2+1,5-10,9,Bahçe Katı,151,2,1,0,Merkezi(PayÖlçer),3000000
1330,KAT MÜLKİYETLİ ISKANLI İYİ KONUMLU FIRSAT DAİRE,Tuzla, Aydınlı Mahallesi,Konut,2+1,4,5,2. Kat,87,1,1,0,KombiDoğalgaz,307000
1331,FATİH AKŞEMSETTİN MAHALLESİNDE TEMİZ VE GENİŞ SATILIK 2+1 DAİRE,Fatih, Akşemsettin Mahallesi,Konut,2+1,20,4,2. Kat,99,2,1,0,KombiDoğalgaz,780000
1332,ERPAYDAN MERKEZE YAKIN YÜKSEK GİRİŞ,Arnavutköy, Anadolu Mahallesi,Konut,2+1,0,5,Yüksek Giriş,75,1,1,0,KombiDoğalgaz,280000
1333,ulus Emlak'tan 3+1deprem sonrası kat 3,Bahçelievler, Şirinevler Mahallesi,Konut,3+1,11-20,5,3. Kat,120,1,1,0,KombiDoğalgaz,590000
1334, Fevziçakmak mh 2+1 5+1 Arakat  Güney cephe daire,Bahçelievler, Fevzi Çakmak Mahallesi,Konut,5+1,11-20,4,2. Kat,150,2,1,0,KombiDoğalgaz,830000
1335,çok temiz harika konum ,Başakşehir, Bahçeşehir 2. Kısım Mahallesi,Konut,5+2,11-20,4,Villa Tipi,400,4,1,0,KombiDoğalgaz,2300000
1336, ÜNALAN MERKEZDE SATILIK 2+1 DAİRE,Üsküdar, Ünalan Mahallesi,Konut,2+1,0,3,2. Kat,80,1,1,0,KombiDoğalgaz,495000
1337,ÖNAL GAYRİMENKULDEN SATILIK 2+1 ÜST DUBLEKS,Sancaktepe, İnönü Mahallesi,Konut,2+1,5-10,4,Çatı Katı,120,1,1,0,KombiDoğalgaz,430000
1338,Soyak Park Aparts 2+1 72m2 Göl Manzaralı Satılık Daire,Küçükçekmece, Atakent Mahallesi,Konut,2+1,5-10,15,12. Kat,72,1,1,0,Merkezi(PayÖlçer),690000
1339,YENİDOĞAN'DA 2+1 GENİŞ FERAH DAİRE,Sancaktepe, Yunus Emre Mahallesi,Konut,2+1,0,5,Kot 1 (-1). Kat,93,1,1,0,KombiDoğalgaz,400000
1340, Pendik Fevzi Çakmak Mahallesin' de Satılık 2+1 Daire,Pendik, Fevzi Çakmak Mahallesi,Konut,2+1,11-20,5,4. Kat,110,1,1,0,KombiDoğalgaz,330000
1341,ERHAN GAYRİMENKUL İNŞAAT SATILIK 3+1,Sultangazi, İsmetpaşa Mahallesi,Konut,3+1,0,5,2. Kat,135,2,2,0,KombiDoğalgaz,900000
1342,İSTANBUL ÇAĞLAYAN SAHRA SK 1+1 DAİRE,Kağıthane, Çağlayan Mahallesi,Konut,1+1,5-10,5,2. Kat,65,1,1,0,KombiDoğalgaz,400000
1343,Pendik çarşıda satılık 2+1 daire,Pendik, Doğu Mahallesi,Konut,2+1,20,5,2. Kat,105,1,1,0,KombiDoğalgaz,625000
1344,MERDİVENKÖY MEDİCAL PARK ARKASI 3+1 125 M2,Kadıköy, Sahrayı Cedit Mahallesi,Konut,3+1,11-20,10,4. Kat,125,1,1,0,KombiDoğalgaz,950000
1345,KARTAL'DA 3+1 2.KAT SATILIK DAİRE,Kartal, Yalı Mahallesi,Konut,3+1,11-20,5,2. Kat,120,1,1,0,KombiDoğalgaz,580000
1346,Beylikduzu adnan kahvecide site ici guvenlikli daire,Beylikdüzü, Adnan Kahveci Mahallesi,Konut,2+1,2,9,6. Kat,175,2,1,0,KombiDoğalgaz,930000
1347, Validebağ Korusu’na komşu 3+1  satılık daire,Üsküdar, Altunizade Mahallesi,Konut,3+1,20,8,4. Kat,123,1,1,1,MerkeziDoğalgaz,1150000
1348,YAVUZ EMLAK`TAN SATILIK 2+1 DAİRE,Pendik, Batı Mahallesi,Konut,2+1,0,6,3. Kat,75,1,1,0,KombiDoğalgaz,750000
1349,ŞİŞLİ GÜLBAĞDA FIRSAT SATILIK DAİRE ,Şişli, Gülbahar Mahallesi,Konut,3+1,5-10,6,2. Kat,120,1,1,0,MerkeziDoğalgaz,550000
1350,Sahibinden acil satılık 3+1 yüksek giriş daire,Esenyurt, Saadetdere Mahallesi,Konut,3+1,4,6,Yüksek Giriş,110,1,2,0,KombiDoğalgaz,395000
1351,BÇEKMECEDE VİLLA BİTİŞİK NİZAM ,Büyükçekmece, Atatürk Mahallesi,Konut,5+1,20,3,Müstakil,200,2,2,0,KombiDoğalgaz,1550000
1352,ERENKÖY Ömerpasa'da Satılık BÜYÜK 3+1 LÜX Daire,Kadıköy, Erenköy Mahallesi,Konut,3+1,5-10,9,4. Kat,135,2,1,0,KombiDoğalgaz,2740000
1353,FATİH MEVLANAKAPIDA SATILIK DÜKKAN,Fatih, Mevlanakapı Mahallesi,Konut,1 Oda,20,5,Düz Giriş,11,0,0,0,IsıtmaYok,80000
1354, BARIŞ'TAN TEPEÜSTÜ MERKEZDE SATILIK KREDİYE UYGUN 2+1 DAİRE,Küçükçekmece, Cumhuriyet Mahallesi,Konut,2+1,20,4,3. Kat,100,1,2,0,KombiDoğalgaz,415000
1355,CUMHURİYET'TE SİTE İÇERİSİNDE GENİŞ 3+1 SATILIK DAİRE,Esenyurt, Akevler Mahallesi,Konut,3+1,5-10,32,3. Kat,180,2,2,0,KombiDoğalgaz,1365000
1356, ÜLKEM'DEN FATİH MAH FULL GÖL DENİZ MAZARALI REZİDANSTA 2+1 DAİRE,Küçükçekmece, Fatih Mahallesi,Konut,2+1,0,14,10. Kat,130,1,1,0,KombiDoğalgaz,1150000
1357, AVCILAR GÜMÜŞPALA DA SATILIK 2+4 DUBLEKS DAİRE,Avcılar, Gümüşpala Mahallesi,Konut,4+2,11-20,3,3. Kat,190,2,2,0,KombiDoğalgaz,1195000
1358,شقق مميزة بمساحة كبيره بأقساط لمدة 60 شهردفعة اولى%35,Esenyurt, Cumhuriyet Mahallesi,Konut,2+1,0,12,7. Kat,125,2,1,0,KombiDoğalgaz,279000
1359, Dikilitaş Merkezde 2+1 Kombili Komple Yenilenmiş Krediye Uygun,Beşiktaş, Dikilitaş Mahallesi,Konut,2+1,20,4,4. Kat,90,1,1,0,KombiDoğalgaz,850000
1360,SERKAN YANDIK TAN BERRAK SİTESİ 1 NCİ ARAKAT ÖZEL DAİRE,Pendik, Harmandere Mahallesi,Konut,3+1,11-20,9,1. Kat,145,2,1,0,KombiDoğalgaz,647500
1361,SERKAN YANDIK TAN BERRAK SİTESİNDE ÖZEL YAPIM GÜNEY BATI DAİRE,Pendik, Harmandere Mahallesi,Konut,3+1,11-20,9,8. Kat,145,2,1,0,KombiDoğalgaz,682500
1362,SERKAN YANDIK TAN BERRAK SİTESİNDE ARA KAT ÖZEL YAPIM DAİRE,Pendik, Harmandere Mahallesi,Konut,3+1,11-20,9,7. Kat,145,2,1,0,KombiDoğalgaz,679000
1363, Göktürk'te merkezi konum sitede içi yenilenmiş 2+1 120m2 arakat,Eyüpsultan, Göktürk Merkez Mahallesi,Konut,2+1,5-10,5,3. Kat,120,2,2,0,Merkezi(PayÖlçer),1795000
1364,ÇEKMEKÖY CUMHURİYET MH MERKEZİ LOKASYONDA ANA CADDEYE YAKIN 1+1,Çekmeköy, Cumhuriyet Mahallesi,Konut,1+1,4,6,Bahçe Katı,65,1,1,0,KombiDoğalgaz,182000
1365,  Dikilitaş Merkezde Harika Lokasyonda 2+1 Kombili 3.Kat 105 m2,Beşiktaş, Dikilitaş Mahallesi,Konut,2+1,20,5,3. Kat,105,1,1,0,KombiDoğalgaz,850000
1366, AKBAYIRLAR'DAN HÜRRİYET'TE İSKANLI KLİMALI ARA KATTA GENİŞ DAİRE,Kartal, Yakacık Çarşı Mahallesi,Konut,3+1,0,5,2. Kat,125,1,1,0,KombiDoğalgaz,750000
1367,ESENYURT ESİLA KENT'TE 3+1 SATILIK DAİRE ,Esenyurt, Pınar Mahallesi,Konut,3+1,5-10,13,1. Kat,150,1,1,0,KombiDoğalgaz,600000
1368,"HALKALI ATAKENT GÜNEŞPARK EVLERİ 3+1 PEYZAJ, FRANSIZ BALKON",Küçükçekmece, Atakent Mahallesi,Konut,3+1,11-20,15,4. Kat,135,3,1,0,KombiDoğalgaz,1800000
1369,HALKALI SOYAK PARK APARTS GÖL MANZARALI TADİLATLI SATILIK 2+1,Küçükçekmece, Atakent Mahallesi,Konut,2+1,5-10,15,12. Kat,72,1,1,0,Merkezi(PayÖlçer),640000
1370,BÜYÜKÇEKMECEDE SİTE İÇİNDE GÖL MANZARALI 4+2 DUBLEKS DAİRE!!!,Büyükçekmece, Ulus Mahallesi,Konut,4+2,4,5,Çatı Dubleks,500,2,2,0,DoğalgazSobalı,845000
1371,A PLUS GAYRİMENKUL DEN ELMALIKENT MAH DE 2+1 SATILIK DAİRE,Ümraniye, Elmalıkent Mahallesi,Konut,2+1,1,13,7. Kat,105,1,1,0,Merkezi(PayÖlçer),815000
1372, ÜLKEM'DEN FATİH MAH FULL GÖL DENİZ MAZARALI EMSALSİZ 3+1 DAİRE,Küçükçekmece, Fatih Mahallesi,Konut,3+1,0,14,14. Kat,150,1,1,0,KombiDoğalgaz,2200000
1373, MÜSLÜM EMLAKTAN MUHTEŞEM FIRSAT 2+1 GENİŞ DAİRE,Avcılar, Cihangir Mahallesi,Konut,2+1,5-10,4,Yüksek Giriş,85,1,1,0,KombiDoğalgaz,530000
1374, Silivri Yeni Mahallede Lüks Sitede Havuzlu 150 m² 4+1 Daire,Silivri, Yeni Mahallesi,Konut,4+1,2,6,4. Kat,160,2,1,0,KombiDoğalgaz,1170000
1375,BÜYÜKÇEKMECE KONAKLARIN'DA 4+1 SATILIK BAHÇE KATI DAİRE,Büyükçekmece, Fatih Mahallesi,Konut,4+1,5-10,5,Bahçe Katı,165,2,1,0,KombiDoğalgaz,1375000
1376,SULTANBEYLİ NECİP FAZIL MAH.AKILLI EV SİSTEMİ 2+1 SIFIR DAİRE,Sultanbeyli, Necip Fazıl Mahallesi,Konut,2+1,0,6,Yüksek Giriş,120,1,1,0,KombiDoğalgaz,370000
1377, Home Vizyon Bahçelievler Satılık Lüx 3+1 OTOPARKLI Daire. ,Bahçelievler, Kocasinan Merkez Mahallesi,Konut,3+1,11-20,5,4. Kat,135,2,2,0,KombiDoğalgaz,550000
1378, AVCILAR MERKEZ YENİ BİNADA 2+1 MERKEZİ KONUMDA HER YERE YAKIN,Avcılar, Merkez Mahallesi,Konut,3+1,4,5,4. Kat,120,2,2,0,KombiDoğalgaz,970000
